Name,Type,Category,Power,Acc,PP,Effect
Psywave,Psychic,special,0,100,15,Inflicts damage 50-150% of user's level.
Punishment,Dark,physical,0,100,5,Power increases when opponent's stats have been raised.
Pursuit,Dark,physical,40,100,20,Double power if the opponent is switching out.
Quash,Dark,status,0,100,15,Makes the target act last this turn.
Quick Attack,Normal,physical,40,100,30,User attacks first.
Quick Guard,Fighting,status,0,0,15,Protects the user's team from high-priority moves.
Quiver Dance,Bug,status,0,0,20,"Raises user's Special Attack, Special Defense and Speed."
Rage,Normal,physical,20,100,20,Raises user's Attack when hit.
Rage Powder,Bug,status,0,0,20,"Forces attacks to hit user, not team-mates."
Rain Dance,Water,status,0,0,5,Makes it rain for 5 turns.
Rapid Spin,Normal,physical,20,100,40,Raises user's Speed and removes entry hazards and trap move effects.
Razor Leaf,Grass,physical,55,95,25,High critical hit ratio.
Razor Shell,Water,physical,75,95,10,May lower opponent's Defense.
Razor Wind,Normal,special,80,100,10,"Charges on first turn, attacks on second. High critical hit ratio."
Recover,Normal,status,0,0,10,User recovers half its max HP.
Recycle,Normal,status,0,0,10,User's used hold item is restored.
Reflect,Psychic,status,0,0,20,Halves damage from Physical attacks for 5 turns.
Reflect Type,Normal,status,0,0,15,User becomes the target's type.
Refresh,Normal,status,0,0,20,"Cures paralysis, poison, and burns."
Relic Song,Normal,special,75,100,10,May put the target to sleep.
Rest,Psychic,status,0,0,10,"User sleeps for 2 turns, but user is fully healed."
Retaliate,Normal,physical,70,100,5,Inflicts double damage if a teammate fainted on the last turn.
Return,Normal,physical,0,100,20,Power increases with higher Friendship.
Revenge,Fighting,physical,60,100,10,Power increases if user was hit first.
Reversal,Fighting,physical,0,100,15,"The lower the user's HP, the higher the power."
Roar,Normal,status,0,0,20,"In battles, the opponent switches. In the wild, the Pokémon runs."
Roar of Time,Dragon,special,150,90,5,User must recharge next turn.
Rock Blast,Rock,physical,25,90,10,Hits 2-5 times in one turn.
Rock Climb,Normal,physical,90,85,20,May confuse opponent.
Rock Polish,Rock,status,0,0,20,Sharply raises user's Speed.
Rock Slide,Rock,physical,75,90,10,May cause flinching.
Rock Smash,Fighting,physical,40,100,15,May lower opponent's Defense.
Rock Throw,Rock,physical,50,90,15,
Rock Tomb,Rock,physical,60,95,15,Lowers opponent's Speed.
Rock Wrecker,Rock,physical,150,90,5,User must recharge next turn.
Role Play,Psychic,status,0,0,10,User copies the opponent's Ability.
Rolling Kick,Fighting,physical,60,85,15,May cause flinching.
Rollout,Rock,physical,30,90,20,Doubles in power each turn for 5 turns.
Roost,Flying,status,0,0,10,User recovers half of its max HP and loses the Flying type temporarily.
Rototiller,Ground,status,0,0,10,Raises Attack and Special Attack of Grass-types.
Round,Normal,special,60,100,15,Power increases if teammates use it in the same turn.
Sacred Fire,Fire,physical,100,95,5,May burn opponent.
Sacred Sword,Fighting,physical,90,100,15,Ignores opponent's stat changes.
Safeguard,Normal,status,0,0,25,The user's party is protected from status conditions.
Sand Attack,Ground,status,0,100,15,Lowers opponent's Accuracy.
Sand Tomb,Ground,physical,35,85,15,"Traps opponent, damaging them for 4-5 turns."
Sandstorm,Rock,status,0,0,10,Creates a sandstorm for 5 turns.
Scald,Water,special,80,100,15,May burn opponent.
Scary Face,Normal,status,0,100,10,Sharply lowers opponent's Speed.
Scratch,Normal,physical,40,100,35,
Screech,Normal,status,0,85,40,Sharply lowers opponent's Defense.
Searing Shot,Fire,special,100,100,5,May burn opponent.
Secret Power,Normal,physical,70,100,20,Effects of the attack vary with the location.
Secret Sword,Fighting,special,85,100,10,"Inflicts damage based on the target's Defense, not Special Defense."
Seed Bomb,Grass,physical,80,100,15,
Seed Flare,Grass,special,120,85,5,May lower opponent's Special Defense.
Seismic Toss,Fighting,physical,0,100,20,Inflicts damage equal to user's level.
Self-Destruct,Normal,physical,200,100,5,User faints.
Shadow Ball,Ghost,special,80,100,15,May lower opponent's Special Defense.
Shadow Claw,Ghost,physical,70,100,15,High critical hit ratio.
Shadow Force,Ghost,physical,120,100,5,"Disappears on first turn, attacks on second. Can strike through Protect/Detect."
Shadow Punch,Ghost,physical,60,0,20,Ignores Accuracy and Evasiveness.
Shadow Sneak,Ghost,physical,40,100,30,User attacks first.
Sharpen,Normal,status,0,0,30,Raises user's Attack.
Sheer Cold,Ice,special,0,30,5,"One-Hit-KO, if it hits."
Shell Smash,Normal,status,0,0,15,"Sharply raises user's Attack, Special Attack and Speed but lowers Defense and Special Defense."
Shift Gear,Steel,status,0,0,10,Raises user's Attack and sharply raises Speed.
Shock Wave,Electric,special,60,0,20,Ignores Accuracy and Evasiveness.
Signal Beam,Bug,special,75,100,15,May confuse opponent.
Silver Wind,Bug,special,60,100,5,May raise all stats of user at once.
Simple Beam,Normal,status,0,100,15,Changes target's ability to Simple.
Sing,Normal,status,0,55,15,Puts opponent to sleep.
Sketch,Normal,status,0,0,1,Permanently copies the opponent's last move.
Skill Swap,Psychic,status,0,0,10,The user swaps Abilities with the opponent.
Skull Bash,Normal,physical,130,100,10,"Raises Defense on first turn, attacks on second."
Sky Attack,Flying,physical,200,90,5,"Charges on first turn, attacks on second. May cause flinching. High critical hit ratio."
Sky Drop,Flying,physical,60,100,10,"Takes opponent into the air on first turn, drops them on second turn."
Sky Uppercut,Fighting,physical,85,90,15,"Hits the opponent, even during Fly."
Slack Off,Normal,status,0,0,10,User recovers half its max HP.
Slam,Normal,physical,80,75,20,
Slash,Normal,physical,70,100,20,High critical hit ratio.
Sleep Powder,Grass,status,0,75,15,Puts opponent to sleep.
Sleep Talk,Normal,status,0,0,10,User performs one of its own moves while sleeping.
Sludge,Poison,special,65,100,20,May poison opponent.
Sludge Bomb,Poison,special,90,100,10,May poison opponent.
Sludge Wave,Poison,special,95,100,10,May poison opponent.
Smack Down,Rock,physical,50,100,15,Makes Flying-type Pokémon vulnerable to Ground moves.
Smelling Salts,Normal,physical,70,100,10,"Power doubles if opponent is paralyzed, but cures it."
Smog,Poison,special,30,70,20,May poison opponent.
Smokescreen,Normal,status,0,100,20,Lowers opponent's Accuracy.
Snarl,Dark,special,55,95,15,Lowers opponent's Special Attack.
Snatch,Dark,status,0,0,10,Steals the effects of the opponent's next move.
Snore,Normal,special,50,100,15,Can only be used if asleep. May cause flinching.
Soak,Water,status,0,100,20,Changes the target's type to water.
Soft-Boiled,Normal,status,0,0,10,User recovers half its max HP.
Solar Beam,Grass,special,200,100,10,"Charges on first turn, attacks on second."
Sonic Boom,Normal,special,0,90,20,Always inflicts 20 HP.
Spacial Rend,Dragon,special,100,95,5,High critical hit ratio.
Spark,Electric,physical,65,100,20,May paralyze opponent.
Spider Web,Bug,status,0,0,10,Opponent cannot escape/switch.
Spike Cannon,Normal,physical,20,100,15,Hits 2-5 times in one turn.
Spikes,Ground,status,0,0,20,Hurts opponents when they switch into battle.
Spiky Shield,Grass,status,0,0,10,Protects the user and inflicts damage on contact.
Spit Up,Normal,special,0,100,10,Power depends on how many times the user performed Stockpile.
Spite,Ghost,status,0,100,10,The opponent's last move loses 2-5 PP.
Splash,Normal,status,0,0,40,Doesn't do ANYTHING.
Spore,Grass,status,0,100,15,Puts opponent to sleep.
Stealth Rock,Rock,status,0,0,20,Damages opponent switching into battle.
Steam Eruption,Water,special,110,95,5,May burn opponent.
Steamroller,Bug,physical,65,100,20,May cause flinching.
Steel Wing,Steel,physical,70,90,25,May raise user's Defense.
Sticky Web,Bug,status,0,0,20,Lowers opponent's Speed when switching into battle.
Stockpile,Normal,status,0,0,20,Stores energy for use with Spit Up and Swallow.
Stomp,Normal,physical,65,100,20,May cause flinching.
Stone Edge,Rock,physical,100,80,5,High critical hit ratio.
Stored Power,Psychic,special,20,100,10,Power increases when user's stats have been raised.
Storm Throw,Fighting,physical,60,100,10,Always results in a critical hit.
Strength,Normal,physical,80,100,15,
String Shot,Bug,status,0,95,40,Sharply lowers opponent's Speed.
Struggle,Normal,physical,50,0,0,Only usable when all PP are gone. Hurts the user.
Struggle Bug,Bug,special,50,100,20,Lowers opponent's Special Attack.
Stun Spore,Grass,status,0,75,30,Paralyzes opponent.
Submission,Fighting,physical,80,80,20,User receives recoil damage.
Substitute,Normal,status,0,0,10,Uses HP to creates a decoy that takes hits.
Sucker Punch,Dark,physical,80,100,5,"User attacks first, but only works if opponent is readying an attack."
Sunny Day,Fire,status,0,0,5,Makes it sunny for 5 turns.
Super Fang,Normal,physical,0,90,10,Always takes off half of the opponent's HP.
Superpower,Fighting,physical,120,100,5,Lowers user's Attack and Defense.
Supersonic,Normal,status,0,55,20,Confuses opponent.
Surf,Water,special,90,100,15,Hits all adjacent Pokémon.
Swagger,Normal,status,0,85,15,"Opponent becomes confused, but its Attack is sharply raised."
Swallow,Normal,status,0,0,10,"The more times the user has performed Stockpile, the more HP is recovered."
Sweet Kiss,Fairy,status,0,75,10,Confuses opponent.
Sweet Scent,Normal,status,0,100,20,Lowers opponent's Evasiveness.
Swift,Normal,special,60,0,20,Ignores Accuracy and Evasiveness.
Switcheroo,Dark,status,0,100,10,Swaps held items with the opponent.
Swords Dance,Normal,status,0,0,20,Sharply raises user's Attack.
Synchronoise,Psychic,special,120,100,10,Hits any Pokémon that shares a type with the user.
Synthesis,Grass,status,0,0,5,User recovers HP. Amount varies with the weather.
Tackle,Normal,physical,50,100,35,
Tail Glow,Bug,status,0,0,20,Drastically raises user's Special Attack.
Tail Slap,Normal,physical,25,85,10,Hits 2-5 times in one turn.
Tail Whip,Normal,status,0,100,30,Lowers opponent's Defense.
Tailwind,Flying,status,0,0,15,Doubles Speed for 4 turns.
Take Down,Normal,physical,90,85,20,User receives recoil damage.
Taunt,Dark,status,0,100,20,Opponent can only use moves that attack.
Techno Blast,Normal,special,120,100,5,Type depends on the Drive being held.
Teeter Dance,Normal,status,0,100,20,Confuses all Pokémon.
Telekinesis,Psychic,status,0,0,15,"Ignores opponent's Evasiveness for three turns, add Ground immunity."
Teleport,Psychic,status,0,0,20,Allows user to flee wild battles; also warps player to last PokéCenter.
Thief,Dark,physical,60,100,25,Also steals opponent's held item.
Thousand Arrows,Ground,physical,90,100,10,Makes Flying-type Pokémon vulnerable to Ground moves.
Thousand Waves,Ground,physical,90,100,10,Opponent cannot flee or switch.
Thrash,Normal,physical,120,100,10,User attacks for 2-3 turns but then becomes confused.
Thunder,Electric,special,110,70,10,May paralyze opponent.
Thunder Fang,Electric,physical,65,95,15,May cause flinching and/or paralyze opponent.
Thunder Punch,Electric,physical,75,100,15,May paralyze opponent.
Thunder Shock,Electric,special,40,100,30,May paralyze opponent.
Thunder Wave,Electric,status,0,90,20,Paralyzes opponent.
Thunderbolt,Electric,special,90,100,15,May paralyze opponent.
Tickle,Normal,status,0,100,20,Lowers opponent's Attack and Defense.
Topsy-Turvy,Dark,status,0,0,20,Reverses stat changes of opponent.
Torment,Dark,status,0,100,15,Opponent cannot use the same move in a row.
Toxic,Poison,status,0,90,10,Badly poisons opponent.
Toxic Spikes,Poison,status,0,0,20,Poisons opponents when they switch into battle.
Transform,Normal,status,0,0,10,User takes on the form and attacks of the opponent.
Tri Attack,Normal,special,80,100,10,"May paralyze, burn or freeze opponent."
Trick,Psychic,status,0,100,10,Swaps held items with the opponent.
Trick Room,Psychic,status,0,0,5,Slower Pokémon move first in the turn for 5 turns.
Trick-or-Treat,Ghost,status,0,100,20,Adds Ghost type to opponent.
Triple Kick,Fighting,physical,10,90,10,Hits thrice in one turn at increasing power.
Trump Card,Normal,special,0,0,5,"The lower the PP, the higher the power."
Twineedle,Bug,physical,25,100,20,Hits twice in one turn. May poison opponent.
Twister,Dragon,special,40,100,20,May cause flinching. Hits Pokémon using Fly/Bounce with double power.
U-turn,Bug,physical,70,100,20,User switches out immediately after attacking.
Uproar,Normal,special,90,100,10,User attacks for 3 turns and prevents sleep.
V-create,Fire,physical,180,95,5,"Lowers user's Defense, Special Defense and Speed."
Vacuum Wave,Fighting,special,40,100,30,User attacks first.
Venom Drench,Poison,status,0,100,20,Lowers poisoned opponent's Special Attack and Speed.
Venoshock,Poison,special,65,100,10,Inflicts double damage if the target is poisoned.
Vine Whip,Grass,physical,45,100,25,
Vise Grip,Normal,physical,55,100,30,
Vital Throw,Fighting,physical,70,0,10,"User attacks last, but ignores Accuracy and Evasiveness."
Volt Switch,Electric,special,70,100,20,User must switch out after attacking.
Volt Tackle,Electric,physical,120,100,15,User receives recoil damage. May paralyze opponent.
Wake-Up Slap,Fighting,physical,70,100,10,"Power doubles if opponent is asleep, but wakes it up."
Water Gun,Water,special,40,100,25,
Water Pledge,Water,special,80,100,10,Added effects appear if preceded by Fire Pledge or succeeded by Grass Pledge.
Water Pulse,Water,special,60,100,20,May confuse opponent.
Water Shuriken,Water,special,15,100,20,Hits 2-5 times in one turn.
Water Sport,Water,status,0,0,15,Weakens the power of Fire-type moves.
Water Spout,Water,special,150,100,5,"The higher the user's HP, the higher the damage caused."
Waterfall,Water,physical,80,100,15,May cause flinching.
Weather Ball,Normal,special,50,100,10,Move's power and type changes with the weather.
Whirlpool,Water,special,35,85,15,"Traps opponent, damaging them for 4-5 turns."
Whirlwind,Normal,status,0,0,20,"In battles, the opponent switches. In the wild, the Pokémon runs."
Wide Guard,Rock,status,0,0,10,Protects the user's team from multi-target attacks.
Wild Charge,Electric,physical,90,100,15,User receives recoil damage.
Will-O-Wisp,Fire,status,0,85,15,Burns opponent.
Wing Attack,Flying,physical,60,100,35,
Wish,Normal,status,0,0,10,The user recovers HP in the following turn.
Withdraw,Water,status,0,0,40,Raises user's Defense.
Wonder Room,Psychic,status,0,0,10,Swaps every Pokémon's Defense and Special Defense for 5 turns.
Wood Hammer,Grass,physical,120,100,15,User receives recoil damage.
Work Up,Normal,status,0,0,30,Raises user's Attack and Special Attack.
Worry Seed,Grass,status,0,100,10,Changes the opponent's Ability to Insomnia.
Wrap,Normal,physical,15,90,20,"Traps opponent, damaging them for 4-5 turns."
Wring Out,Normal,special,0,100,5,"The higher the opponent's HP, the higher the damage."
X-Scissor,Bug,physical,80,100,15,
Yawn,Normal,status,0,0,10,Puts opponent to sleep in the next turn.
Zap Cannon,Electric,special,120,50,5,Paralyzes opponent.
Zen Headbutt,Psychic,physical,80,90,15,May cause flinching.
